Comic_Title,Publisher,Issue_Num,Published_Date
Thanos: A God Up There Listening (2014),Marvel Comics,1,"December, 2014"
Thanos: A God Up There Listening (2014),Marvel Comics,2,"December, 2014"
Thanos: A God Up There Listening (2014),Marvel Comics,3,"December, 2014"
Thanos: A God Up There Listening (2014),Marvel Comics,4,"December, 2014"
Thing (1983-1986),Marvel Comics,32A,"February, 1986"
Thor (1966-1996),Marvel Comics,135,"December, 1966"
Thor (1966-1996),Marvel Comics,147,"December, 1967"
Thor (1966-1996),Marvel Comics,254,"December, 1976"
Thor (1966-1996),Marvel Comics,412A,"December, 1989"
Thor (1966-1996),Marvel Comics,261A,"July, 1977"
Thor (1966-1996),Marvel Comics,165,"June, 1969"
Thor (1966-1996),Marvel Comics,415B,"March, 1990"
Thor (1966-1996),Marvel Comics,146,"November, 1967"
Thor (2014-Present),Marvel Comics,Annual 1C,"April, 2015"
Thor (2014-Present),Marvel Comics,5A,"April, 2015"
Thor (2014-Present),Marvel Comics,1A,"December, 2014"
Thor (2014-Present),Marvel Comics,3A,"February, 2015"
Thor (2014-Present),Marvel Comics,2A,"January, 2015"
Thor (2014-Present),Marvel Comics,8A,"July, 2015"
Thor (2014-Present),Marvel Comics,7A,"June, 2015"
Thor (2014-Present),Marvel Comics,4A,"March, 2015"
Thor (2014-Present),Marvel Comics,6A,"May, 2015"
Thor: God of Thunder (2012-2014),Marvel Comics,5A,"April, 2013"
Thor: God of Thunder (2012-2014),Marvel Comics,3A,"February, 2013"
Thor: God of Thunder (2012-2014),Marvel Comics,1A,"January, 2013"
Thor: God of Thunder (2012-2014),Marvel Comics,2A,"January, 2013"
Thor: God of Thunder (2012-2014),Marvel Comics,4A,"March, 2013"
Thor: God of Thunder (2012-2014),Marvel Comics,25A,"November, 2014"
Three (2013-2014),Image Comics,1A,"October, 2013"
Three (2013-2014),Image Comics,1A,"October, 2013"
Thunderbolts (2012-2014),Marvel Comics,4A,"April, 2013"
Thunderbolts (2012-2014),Marvel Comics,5A,"April, 2013"
Thunderbolts (2012-2014),Marvel Comics,1A,"February, 2013"
Thunderbolts (2012-2014),Marvel Comics,2A,"February, 2013"
Thunderbolts (2012-2014),Marvel Comics,3A,"March, 2013"
Thunderbolts (2012-2014),Marvel Comics,6,"May, 2013"
Thunderbolts (2012-2014),Marvel Comics,7A,"May, 2013"
Thundercats (1985-1988),Marvel Comics/Star,9,"March, 1987"
Tokyo Ghost (2015-2016),Image Comics,2B,"October, 2015"
Tokyo Ghost (2015-2016),Image Comics,1A,"September, 2015"
Tomb of Dracula (1972-1979),Marvel Comics,10A,"July, 1973"
Transformers (1984-1991),Marvel Comics,16A,"May, 1986"
Trees (2014-Present),Image Comics,4,"August, 2014"
Trees (2014-Present),Image Comics,3,"July, 2014"
Trees (2014-Present),Image Comics,2,"June, 2014"
Trees (2014-Present),Image Comics,1,"May, 2014"
Trillium (2013-2014),DC Comics/Vertigo Comics,1A,"October, 2013"
Ultimate Comics: Fallout (2011),Marvel Comics,4B,"October, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,153A,"April, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,154A,"April, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,159A,"August, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,160A,"August, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,158A,"July, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,157A,"June, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,155A,"May, 2011"
Ultimate Comics: Spider-Man (2009-2011),Marvel Comics,156A,"May, 2011"
Ultimate Spider-Man (2000-2009),Marvel Comics,1A,"October, 2000"
Ultron (2013),Marvel Comics,1 AU,"April, 2013"
Uncanny Avengers (2012-2014),Marvel Comics,4A,"April, 2013"
Uncanny Avengers (2012-2014),Marvel Comics,1A,"December, 2012"
Uncanny Avengers (2012-2014),Marvel Comics,1J,"December, 2012"
Uncanny Avengers (2012-2014),Marvel Comics,2A,"January, 2013"
Uncanny Avengers (2012-2014),Marvel Comics,14A,"January, 2014"
Uncanny Avengers (2012-2014),Marvel Comics,3A,"March, 2013"
Uncanny X-Men (1963-2011),Marvel Comics,Annual 10A,1986
Uncanny X-Men (1963-2011),Marvel Comics,Annual 14B,1990
Uncanny X-Men (1963-2011),Marvel Comics,156B,"April, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,156A,"April, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,35A,"August, 1967"
Uncanny X-Men (1963-2011),Marvel Comics,148B,"August, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,160B,"August, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,247A,"August, 1989"
Uncanny X-Men (1963-2011),Marvel Comics,152B,"December, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,307B,"December, 1993"
Uncanny X-Men (1963-2011),Marvel Comics,249B,"Early October, 1989"
Uncanny X-Men (1963-2011),Marvel Comics,130A,"February, 1980"
Uncanny X-Men (1963-2011),Marvel Comics,142A,"February, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,40,"January, 1968"
Uncanny X-Men (1963-2011),Marvel Comics,129A,"January, 1980"
Uncanny X-Men (1963-2011),Marvel Comics,141A,"January, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,153B,"January, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,154B,"January, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,58A,"July, 1969"
Uncanny X-Men (1963-2011),Marvel Comics,123A,"July, 1979"
Uncanny X-Men (1963-2011),Marvel Comics,147B,"July, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,159B,"July, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,195B,"July, 1985"
Uncanny X-Men (1963-2011),Marvel Comics,33A,"June, 1967"
Uncanny X-Men (1963-2011),Marvel Comics,158B,"June, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,245A,"June, 1989"
Uncanny X-Men (1963-2011),Marvel Comics,266B,"Late August, 1990"
Uncanny X-Men (1963-2011),Marvel Comics,268B,"Late September, 1990"
Uncanny X-Men (1963-2011),Marvel Comics,143B,"March, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,155B,"March, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,259A,"March, 1990"
Uncanny X-Men (1963-2011),Marvel Comics,32A,"May, 1967"
Uncanny X-Men (1963-2011),Marvel Comics,145A,"May, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,157B,"May, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,127A,"November, 1979"
Uncanny X-Men (1963-2011),Marvel Comics,139A,"November, 1980"
Uncanny X-Men (1963-2011),Marvel Comics,151B,"November, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,150B,"October, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,149B,"September, 1981"
Uncanny X-Men (1963-2011),Marvel Comics,161B,"September, 1982"
Uncanny X-Men (1963-2011),Marvel Comics,221A,"September, 1987"
Uncanny X-Men (1963-2011),Marvel Comics,304A,"September, 1993"
Uncanny X-Men (2011-2012),Marvel Comics,13,"August, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,14,"August, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,19,"December, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,20A,"December, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,12,"July, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,11A,"June, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,18,"November, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,17,"October, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,15,"September, 2012"
Uncanny X-Men (2011-2012),Marvel Comics,16,"September, 2012"
Uncanny X-Men (2013-2016),Marvel Comics,1A,"April, 2013"
Uncanny X-Men (2013-2016),Marvel Comics,2A,"April, 2013"
Uncanny X-Men (2013-2016),Marvel Comics,5A,"July, 2013"
Uncanny X-Men (2013-2016),Marvel Comics,4A,"June, 2013"
Uncanny X-Men (2013-2016),Marvel Comics,3A,"May, 2013"
US 1 (1983-1984),Marvel Comics,10,1984
V (1985-1986),DC Comics,11,"December, 1985"
Velvet (2013-2016),Image Comics,1A,"October, 2013"
Venom vs. Carnage (2004),Marvel Comics,4,"December, 2004"
Venom vs. Carnage (2004),Marvel Comics,3,"November, 2004"
Venom vs. Carnage (2004),Marvel Comics,2,"October, 2004"
Venom vs. Carnage (2004),Marvel Comics,1,"September, 2004"
Venom: Lethal Protector (1993),Marvel Comics,4B,"May, 1993"
Wake (2013-2014),DC Comics/Vertigo Comics,6,"April, 2014"
Wake (2013-2014),DC Comics/Vertigo Comics,2A,"August, 2013"
Wake (2013-2014),DC Comics/Vertigo Comics,9,"August, 2014"
Wake (2013-2014),DC Comics/Vertigo Comics,5A,"January, 2014"
Wake (2013-2014),DC Comics/Vertigo Comics,1A,"July, 2013"
Wake (2013-2014),DC Comics/Vertigo Comics,8,"July, 2014"
Wake (2013-2014),DC Comics/Vertigo Comics,7,"May, 2014"
Wake (2013-2014),DC Comics/Vertigo Comics,4A,"November, 2013"
Wake (2013-2014),DC Comics/Vertigo Comics,3A,"September, 2013"
Wake (2013-2014),DC Comics/Vertigo Comics,10,"September, 2014"
Walking Dead (2003-Present),Image Comics,100O,"August, 2012"
Walking Dead (2003-Present),Image Comics,68,"December, 2009"
Walking Dead (2003-Present),Image Comics,150A,"January, 2016"
Walking Dead (2003-Present),Image Comics,150B,"January, 2016"
Walking Dead (2003-Present),Image Comics,100A,"July, 2012"
Walking Dead (2003-Present),Image Comics,100K,"July, 2012"
Walking Dead (2003-Present),Image Comics,100D,"July, 2012"
Walking Dead (2003-Present),Image Comics,108,"March, 2013"
Walking Dead (2003-Present),Image Comics,127A,"May, 2014"
Walking Dead (2003-Present),Image Comics,67,"November, 2009"
Walking Dead (2003-Present),Image Comics,115O,"October, 2013"
Warlock Chronicles (1993-1994),Marvel Comics,1,"July, 1993"
Warlord (1976-1988),DC Comics,108,"August, 1986"
Wayward (2014-Present),Image Comics,1A,"August, 2014"
Web of Spider-Man (1985-1995),Marvel Comics,Annual 5A,1989
Web of Spider-Man (1985-1995),Marvel Comics,1A,"April, 1985"
Web of Spider-Man (1985-1995),Marvel Comics,49A,"April, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,63,"April, 1990"
Web of Spider-Man (1985-1995),Marvel Comics,29B,"August, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,53B,"August, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,61A,"February, 1990"
Web of Spider-Man (1985-1995),Marvel Comics,22B,"January, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,34B,"January, 1988"
Web of Spider-Man (1985-1995),Marvel Comics,60A,"January, 1990"
Web of Spider-Man (1985-1995),Marvel Comics,28B,"July, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,27B,"June, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,65,"June, 1990"
Web of Spider-Man (1985-1995),Marvel Comics,24B,"March, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,36A,"March, 1988"
Web of Spider-Man (1985-1995),Marvel Comics,48,"March, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,62,"March, 1990"
Web of Spider-Man (1985-1995),Marvel Comics,14B,"May, 1986"
Web of Spider-Man (1985-1995),Marvel Comics,50A,"May, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,64A,"May, 1990"
Web of Spider-Man (1985-1995),Marvel Comics,59A,"Mid December, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,57A,"Mid November, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,20A,"November, 1986"
Web of Spider-Man (1985-1995),Marvel Comics,32A,"November, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,56,"November, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,7A,"October, 1985"
Web of Spider-Man (1985-1995),Marvel Comics,19B,"October, 1986"
Web of Spider-Man (1985-1995),Marvel Comics,31B,"October, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,55A,"October, 1989"
Web of Spider-Man (1985-1995),Marvel Comics,30B,"September, 1987"
Web of Spider-Man (1985-1995),Marvel Comics,42A,"September, 1988"
Web of Spider-Man (1985-1995),Marvel Comics,54A,"September, 1989"
What If? (1989-1998),Marvel Comics,13A,"May, 1990"
What If? (1989-1998),Marvel Comics,5A,"November, 1989"
What If? (1989-1998),Marvel Comics,4A,"October, 1989"
What If? (1989-1998),Marvel Comics,3A,"September, 1989"
Who's Who: The Definitive Directory of the DC Universe (1985-1987),DC Comics,20,"October, 1986"
Wicked+The Divine (2014-Present),Image Comics,1A,"June, 2014"
Wolverine (1982),Marvel Comics,4B,"December, 1982"
Wolverine (1982),Marvel Comics,3B,"November, 1982"
Wolverine (1982),Marvel Comics,2B,"October, 1982"
Wolverine (1982),Marvel Comics,1B,"September, 1982"
Wolverine (1982),Marvel Comics,1A,"September, 1982"
Wolverine (1988-2003),Marvel Comics,4B,"February, 1989"
Wolverine (1988-2003),Marvel Comics,75A,"November, 1993"
Wolverine (1988-2003),Marvel Comics,75A,"November, 1993"
Wolverine (2003-2009),Marvel Comics,43B,"August, 2006"
Wolverine (2003-2009),Marvel Comics,66A,"August, 2008"
Wolverine (2003-2009),Marvel Comics,47B,"December, 2006"
Wolverine (2003-2009),Marvel Comics,70A,"February, 2009"
Wolverine (2003-2009),Marvel Knights,36B,"January, 2006"
Wolverine (2003-2009),Marvel Comics,48B,"January, 2007"
Wolverine (2003-2009),Marvel Comics,69A,"January, 2009"
Wolverine (2003-2009),Marvel Comics,42A,"July, 2006"
Wolverine (2003-2009),Marvel Comics,42A,"July, 2006"
Wolverine (2003-2009),Marvel Comics,72A,"July, 2009"
Wolverine (2003-2009),Marvel Comics,71A,"May, 2009"
Wolverine (2003-2009),Marvel Comics,46B,"November, 2006"
Wolverine (2003-2009),Marvel Comics,45,"October, 2006"
Wolverine (2003-2009),Marvel Comics,68A,"October, 2008"
Wolverine (2003-2009),Marvel Comics,44B,"September, 2006"
Wolverine (2003-2009),Marvel Comics,67A,"September, 2008"
Wolverine (2010-2012),Marvel Comics,313A,"November, 2012"
Wolverine (2010-2012),Marvel Comics,312A,"October, 2012"
Wolverine (2010-2012),Marvel Comics,311A,"October, 2012"
Wolverine (2010-2012),Marvel Comics,310A,"September, 2012"
Wolverine (2013-2014),Marvel Comics,1A,"May, 2013"
Wolverine and the X-Men (2011-2014),Marvel Comics,12,"August, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,18,"December, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,9A,"June, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,10,"June, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,11,"May, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,16,"November, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,17,"November, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,15,"October, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,13,"September, 2012"
Wolverine and the X-Men (2011-2014),Marvel Comics,14,"September, 2012"
Wolverine: Old Man Logan Giant-Size (2009),Marvel Comics,1A,"November, 2009"
Wonder Woman (1987-2006),DC Comics,39,"February, 1990"
Worlds' Finest (2012-2015),DC Comics,10A,"May, 2013"
Wytches (2014-2015),Image Comics,3,"December, 2014"
Wytches (2014-2015),Image Comics,4,"February, 2015"
Wytches (2014-2015),Image Comics,5,"March, 2015"
Wytches (2014-2015),Image Comics,6,"May, 2015"
Wytches (2014-2015),Image Comics,2A,"November, 2014"
Wytches (2014-2015),Image Comics,1D,"October, 2014"
Wytches (2014-2015),Image Comics,1A,"October, 2014"
X-Factor (1986-1998),Marvel Comics,6B,"July, 1986"
X-Factor (1986-1998),Marvel Comics,92A,"July, 1993"
X-Factor (1986-1998),Marvel Comics,5A,"June, 1986"
X-Factor (1986-1998),Marvel Comics,16B,"May, 1987"
X-Force (1991-2002),Marvel Comics,25A,"August, 1993"
X-Force (1991-2002),Marvel Comics,2A,"September, 1991"
"X-Men (1991-2001, 2004-2008)",Marvel Comics,26B,"November, 1993"
"X-Men (1991-2001, 2004-2008)",Marvel Comics,26B,"November, 1993"
"X-Men (1991-2001, 2004-2008)",Marvel Comics,25B,"October, 1993"
X-Men (2013-2015),Marvel Comics,1E,"July, 2013"
X-Men (2013-2015),Marvel Comics,1E,"July, 2013"
X-Men (2013-2015),Marvel Comics,1A,"July, 2013"
X-Men vs. the Avengers (1987),Marvel Comics,1B,"April, 1987"
X-Men vs. the Avengers (1987),Marvel Comics,2B,"May, 1987"
X-Men: Days of Future Past (2004),Marvel Comics,TPA,"August, 2004"
Young Avengers (2013-2014),Marvel Comics,1A,"March, 2013"
